ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,version,cipher,curve,server_name,resumed,last_alert,next_protocol,established,ssl_history,cert_chain_fps,client_cert_chain_fps,sni_matches_cert
2024-08-15 00:16:30.287102938,CW95813X9diGH5egxf,10.8.15.133,49899,52.137.106.217,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,settings-win.data.microsoft.com,F,-,h2,T,CsxknGIi,"5a0238e0fce1cd8f03b1e0f3f41f6d31a87d126f2ababd69b3710174ec874e0e,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129",(empty),T
2024-08-15 00:16:43.222759008,CkqSUQUtZ3qzrSXV2,10.8.15.133,49903,20.42.65.94,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,v10.events.data.microsoft.com,F,-,h2,T,CsxknGIi,"0a7515f4e96fefecd36d56f62387703d8711938edf316ff1e53af1b43d02d1b3,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129",(empty),T
2024-08-15 00:16:47.284512997,CwX74k19BmbZZqmrV9,10.8.15.133,49905,20.42.65.94,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,v10.events.data.microsoft.com,F,-,h2,T,CsxknGIi,"0a7515f4e96fefecd36d56f62387703d8711938edf316ff1e53af1b43d02d1b3,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129",(empty),T
2024-08-15 00:17:17.779397964,CZDiCvv6WJeqHhT4g,10.8.15.133,49911,23.53.13.196,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,assets.msn.com,T,-,-,T,CsiI,-,-,-
2024-08-15 00:19:14.564162970,CjkNO5BdlQ3sfuy7d,10.8.15.133,49938,20.241.44.114,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,x25519,g.live.com,F,-,h2,T,CsxuknGIi,"fc874237221d004abd0cac814f94a4f8dd39b07808d29501c4fa2efcfc5c9a5e,33f9731be910a66dc6acd07d9d9ca212ee8d0a9a5c78c8bf3e89bb74df8fb936",(empty),T
2024-08-15 00:19:14.958020926,CHZhjV3vDiZYrTbO4,10.8.15.133,49939,23.56.233.15,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,oneclient.sfx.ms,F,-,http/1.1,T,CsxuknGIti,"cc774afaa1a20ea56c2b0df8a3e2ff49225fff7ae5025cd1f22e21963b01ad6f,724247794951c93f3e41711617e95ce143263e3196c345a1da78f6639749ec03,cb3ccbb76031e5e0138f8dd39a23f9de47ffc35e43c1144cea27d46a5ab1cb5f",(empty),T
2024-08-15 00:19:15.458646059,CUnewH33qpoTiC1Je7,10.8.15.133,49941,52.113.194.132,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,ecs.office.com,F,-,-,T,CjiICs,-,-,-
2024-08-15 00:19:52.215236902,C3kQJJ3JlJ7hqCk2o,10.8.15.133,49948,52.152.180.153,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,secp384r1,fe2cr.update.microsoft.com,F,-,h2,T,CsxknGIi,"ebf5151633e6b33b92c12ef5672990337b02d16b8b30db8f86fbf7b227a9ba5e,21158ad4dce10197239a87ebeb4d8d47e9e9be716ad497a2e036774caf5072cf",(empty),T
2024-08-15 00:20:09.903084993,C18xVb3545gyE5gB1b,10.8.15.133,49952,20.44.10.122,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,v10.events.data.microsoft.com,F,-,h2,T,CsxknGIi,"b8598c903332ffb3d4f8ab5be9f414a50087fd8001f958a536d5e1840630de3b,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129",(empty),T
2024-08-15 00:21:22.618242025,ClSTJn12frdO3wxkMi,10.8.15.133,49966,20.3.0.251,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,licensing.mp.microsoft.com,F,-,h2,T,CsxknGIti,"a7273a0379aa5724d37cece5fd3947052a96dee3edebcac34b6829b2890a5eb7,cb3ccbb76031e5e0138f8dd39a23f9de47ffc35e43c1144cea27d46a5ab1cb5f,724247794951c93f3e41711617e95ce143263e3196c345a1da78f6639749ec03",(empty),T
2024-08-15 00:21:29.668144941,CjRTFJ12ug435wcPd2,10.8.15.133,49968,23.194.68.140,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,storecatalogrevocation.storequality.microsoft.com,F,-,http/1.1,T,CsxuknGIti,"83497d1a8a4ba7b5f76cae188ec47e7519635cc17d8cc3457fe6427fa49ca3b0,724247794951c93f3e41711617e95ce143263e3196c345a1da78f6639749ec03",(empty),T
2024-08-15 00:21:52.866134882,C4ADzm1sbSziPYFEHh,10.8.15.133,49978,20.42.65.88,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,v10.events.data.microsoft.com,F,-,h2,T,CsxknGIi,"0a7515f4e96fefecd36d56f62387703d8711938edf316ff1e53af1b43d02d1b3,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129",(empty),T
2024-08-15 00:22:10.075839996,ChTjr4rhopTCC8QSi,10.8.15.133,49983,23.221.36.164,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,armmf.adobe.com,F,-,-,T,CsxuknGIti,"68282e9be4de04d01ac47c4c13464c0076312bed5e3df078a1eed99385b83b53,52274c57ce4dee3b49db7a7ff708c040f771898b3be88725a86fb4430182fe14",(empty),T
2024-08-15 00:23:01.492002010,C8QeBO27xORG5QeYg3,10.8.15.133,49993,23.53.13.197,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,assets.msn.com,F,-,-,T,CsiI,-,-,-
2024-08-15 00:25:12.285307884,C2ekVLBopgaZPqcNf,10.8.15.133,50017,52.113.194.132,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,ecs.office.com,F,-,-,T,CsxuknGIti,"e5c29bd127acb526c86ce3057bad63e4b3fa370d5178e1650352ba978c79e29b,9d1bc5d2dd75bf8b64f35e7f919e2546c225be888c1a8cbe82c0e9579234a7ed",(empty),T
2024-08-15 00:25:12.285353899,CQeVFU2MCiQswqXnt9,10.8.15.133,50018,52.113.194.132,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,ecs.office.com,F,-,-,T,CsxuknGIti,"e5c29bd127acb526c86ce3057bad63e4b3fa370d5178e1650352ba978c79e29b,9d1bc5d2dd75bf8b64f35e7f919e2546c225be888c1a8cbe82c0e9579234a7ed",(empty),T
2024-08-15 00:25:17.499944925,CEkUgu13in31HLsXL6,10.8.15.133,50020,20.25.227.174,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,x25519,nav.smartscreen.microsoft.com,F,-,http/1.1,T,CsxknGIti,"b775324397b32fea9769f4df631ad6d4d3195438c990cc290a89ca0f3b62b2f3,cb3ccbb76031e5e0138f8dd39a23f9de47ffc35e43c1144cea27d46a5ab1cb5f,724247794951c93f3e41711617e95ce143263e3196c345a1da78f6639749ec03",(empty),T
2024-08-15 00:25:40.812330008,CCKRxU1tFXUImqE4m5,10.8.15.133,50029,20.96.153.111,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,fd.api.iris.microsoft.com,F,-,h2,T,CsxuknGIi,"71b7eed0cbf53413f43958d6029445254bc7e11f95c44e72c0a14a68bc7e4baf,33f9731be910a66dc6acd07d9d9ca212ee8d0a9a5c78c8bf3e89bb74df8fb936",(empty),T
2024-08-15 00:27:52.709240913,Cdo4vC4sAB93a8dwQ3,10.8.15.133,50053,52.168.117.170,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,v10.events.data.microsoft.com,F,-,h2,T,CsxknGIi,"0a7515f4e96fefecd36d56f62387703d8711938edf316ff1e53af1b43d02d1b3,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129",(empty),T
2024-08-15 00:30:10.679493904,Ca2sGf6qED04oAVZ9,10.8.15.133,50078,204.79.197.203,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,windows.msn.com,F,-,-,T,CjiICs,-,-,-
2024-08-15 00:31:49.618983984,CWOOJS3C9Fkb5sb2Ok,10.8.15.133,50095,20.189.173.9,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,v10.events.data.microsoft.com,F,-,h2,T,CsxknGIi,"4545febc03cdbf1297668f8eb990ec6e6dbc00cf6a19a178655b40c202d2c09e,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129",(empty),T
2024-08-15 00:34:31.235006094,CtzBb32X9Itc4Eu1I6,10.8.15.133,50124,52.113.194.132,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,ecs.office.com,F,-,-,T,CjiICs,-,-,-
2024-08-15 00:35:44.992327929,C3Q55axwOdIBLbHhe,10.8.15.133,50138,52.113.194.132,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,ecs.office.com,T,-,-,T,CjiICs,-,-,-
2024-08-15 00:39:52.322491884,Cf3Bk635TjcwXpJGJ7,10.8.15.133,50185,13.70.79.200,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,F,-,-,T,CjiICs,-,-,-
2024-08-15 00:39:59.982309103,CwDYEp3SoaFXAaCHua,10.8.15.133,50187,13.70.79.200,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,mobile.events.data.microsoft.com,F,-,-,T,CjiICs,-,-,-
2024-08-15 00:40:45.396810055,CJY98FmBvMhmyGKqe,10.8.15.133,50196,52.113.194.132,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,ecs.office.com,F,-,-,T,CjiICs,-,-,-
